Analysis group,Analysis number,Analysis name,Subgroup,Subgroup number,Applicability,Study,Study year,GIV Mean,GIV SE,Experimental mean,Experimental SD,Experimental cases,Experimental N,Control mean,Control SD,Control cases,Control N,O-E,Variance,Weight,Mean,CI start,CI end,Footnotes,Bias arising from the randomization process (judgement),Bias arising from the randomization process (support),Bias due to deviations from intended interventions (judgement),Bias due to deviations from intended interventions (support),Bias due to missing outcome data (judgement),Bias due to missing outcome data (support),Bias in measurement of the outcome (judgement),Bias in measurement of the outcome (support),Bias in selection of the reported result (judgement),Bias in selection of the reported result (support),Overall bias (judgement),Overall bias (support)
13,1,ADAS-cog scale at 18 months,Bapinezumab,2,SUBGROUP_AND_OVERALL,3000 Non Carriers 2016,2016,,,9.4,8.44,,212,10,8.59,,155,,,4.139490941619781,-0.0704131837413032,-0.2776085599396443,0.13678219245703785,,Low risk,<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p>,Some concerns,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>Included in Modified intention-to-treat analyses (MITT): BAP 95% Placebo 95%</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Some concerns,"<p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>",Some concerns,"<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>Included in Modified intention-to-treat analyses (MITT): BAP 95% Placebo 95%</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>"
13,1,ADAS-cog scale at 18 months,Bapinezumab,2,SUBGROUP_AND_OVERALL,3001 Carriers 2016,2016,,,5,7.25,,202,4.2,7.47,,145,,,3.9116100107032934,0.10871579663756863,-0.10476983617361184,0.3222014294487491,,Low risk,<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p>,Some concerns,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>Included in Modified intention-to-treat analyses (MITT): BAP 99% Placebo 98%</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Some concerns,"<p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>",Some concerns,"<p>Allocation of patients to treatment groups using stratified block randomization proceeded through the entering of subject information by the study coordinator or delegate and the dispenser (unblinded pharmacist) into an interactive voice/web response system.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>Included in Modified intention-to-treat analyses (MITT): BAP 99% Placebo 98%.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>There is no information on whether the result being assessed is likely to have been selected, on the basis of the results, from multiple eligible outcome measurements within the outcome domain AND from multiple eligible analyses of the data.</p>"
13,1,ADAS-cog scale at 18 months,Bapinezumab,2,SUBGROUP_AND_OVERALL,Bapineuzumab-301 2014,2014,,,4.7,9.36,,201,5.2,9.32,,334,,,5.677805265852456,-0.053486291247090964,-0.22848187969714207,0.12150929720296015,,Low risk,<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials.</p>,Some concerns,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Included in Modified intention-to-treat analyses (MITT): BAP 77% Placebo 94%</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Included in Modified intention-to-treat analyses (MITT): BAP 77% Placebo 94%</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
13,1,ADAS-cog scale at 18 months,Bapinezumab,2,SUBGROUP_AND_OVERALL,Bapineuzumab-302 2014,2014,,,5.9,8.837737,,339,6.2,9.243679,,254,,,6.494475917768407,-0.03324021528476897,-0.19590303620735355,0.1294226056378156,,Low risk,<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials&nbsp;</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Included in Modified intention-to-treat analyses (MITT): BAP 98% Placebo 96%</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>A large multicentre trial run by the sponsor and academic centres experienced in clinical trials.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Included in Modified intention-to-treat analyses (MITT): BAP 98% Placebo 96%</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
13,1,ADAS-cog scale at 18 months,Crenezumab,3,SUBGROUP_AND_OVERALL,CREAD 2 2022,2022,,,7.16,4.9,,12,8.9,5.07,,15,,,0.3196554500135444,-0.3377306247437116,-1.1030536622352447,0.42759241274782145,,Low risk,<p>Central randomisation. The Master Medication List was not available at the study center.</p>,Some concerns,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Included in Modified intention-to-treat analyses (MITT): CRE 3% Placebo 4%. Missingness in the outcome could not depend on its true value.</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>Central randomisation. The Master Medication List was not available at the study center.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>Included in Modified intention-to-treat analyses (MITT): CRE 3% Placebo 4%. Missingness in the outcome could not depend on its true value.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
13,1,ADAS-cog scale at 18 months,Donanemab,4,SUBGROUP_AND_OVERALL,TRAILBLAZER-ALZ 2 2023,2023,,,5.7,7.637585,,607,7.05,7.805767,,677,,,12.930743792397747,-0.17461605996336704,-0.28438211418742354,-0.06485000573931052,,Low risk,"<p>Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p>",Low risk,"<p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to<br>minimize bias included blinding CDR raters to adverse event<br>information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based onrandomized treatment</p>",Some concerns,"<p>29% and 22.7% of participants with missing data in the exp and ctrl group, respectively</p><p>% missing balanced between groups</p>",Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,"<p>&nbsp; result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Eligible participants were randomly assigned in a 1:1 ratio<br>(Figure 1) by a computer-generated sequence using interactive<br>web response systems, with stratification by baseline<br>tau categorization and enrolling sites; the randomization<br>block size was 4</p><p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as<br>described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to<br>minimize bias included blinding CDR raters to adverse event<br>information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based onrandomized treatment</p><p>29% and 22.7% of participants with missing data in the exp and ctrl group, respectively</p><p>% missing balanced between groups</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
13,1,ADAS-cog scale at 18 months,Gantenerumab,5,SUBGROUP_AND_OVERALL,SCarlet RoAD 2017,2017,,,5.54,9.27,,167,5.77,9.27,,175,,,3.9626130836996363,-0.02475644808313742,-0.23678810339241205,0.1872752072261372,,Low risk,<p>Central randomization with minimization and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p>,Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p>",Low risk,<p>Availability of data from 95% of the participants.&nbsp;</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>Central randomization with minimization (biased-coin) and stratification is described. Central allocation with a designated unblinded medication preparer not involved in patient care supports concealment.&nbsp;</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions</p><p>Availability of data from 95% of the participants.&nbsp;</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
13,1,ADAS-cog scale at 18 months,Lecanemab,6,SUBGROUP_AND_OVERALL,CLARITY AD 2023,2023,,,4.14,8.8,,854,5.58,8.8,,872,,,16.4562940119961,-0.16356516579866837,-0.258081715008226,-0.06904861658911071,,Low risk,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.<br>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after<br>successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number&nbsp;</p>",Low risk,"<p>subjects and all personnel involved with the conduct and<br>interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment<br>and at least one postdose primary efficacy (CDR-SB) measurement</p>",Low risk,<p>Less than 5% off participants with missing data ( n.61)&nbsp;</p>,Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Subjects were assigned to treatments, (allocated 1:1; BAN2401:placebo), based on a computer-generated randomization scheme that was reviewed and approved by an independent statistician.<br>Randomization was performed centrally by an IxRS (INTERACTIVE voice and web response system. The IxRS or clinical supply vendor generated the randomized blister card identification numbers. At enrollment (and after<br>successful completion of Visit 1 and Visit 2), the investigator or designee called the IxRS to register the subject information. At randomization (Visit 3), the IxRS assigned each subject a unique 6-digit randomization number</p><p>subjects and all personnel involved with the conduct and<br>interpretation of the study, including investigators, site personnel, and sponsor staff were blinded to the treatment codes. In the event that emergency conditions require knowledge of the study treatment given, the blind may be broken via the code breaker facility within the IxRS. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>Efficacy analyses were performed in the modified intention-to-treat population, which was defined as the group of randomly assigned participants who received at least one dose of lecanemab or placebo and who had a baseline assessment<br>and at least one postdose primary efficacy (CDR-SB) measurement</p><p>Less than 5% off participants with missing data ( n.61)</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses</p>"
13,1,ADAS-cog scale at 18 months,Solanezumab,7,SUBGROUP_AND_OVERALL,EXPEDITION - EXPEDITION 2 2016,2016,,,4.08,12.835498,,659,6.21,12.616905,,663,,,13.281983351306259,-0.16727429919111023,-0.27527455114545396,-0.059274047236766464,,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>There is evidence that the result was not biased by missing outcome data.</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>There is evidence that the result was not biased by missing outcome data.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
13,1,ADAS-cog scale at 18 months,Solanezumab,7,SUBGROUP_AND_OVERALL,EXPEDITION 3 2018,2018,,,35.09,13.28,,1057,36.11,14.27,,1072,,,19.35401301070652,-0.0739546137730699,-0.15894106745847214,0.011031839912332322,,Low risk,<p>Assignment to treatment groups was determined by a computergenerated random sequence using an interactive web response system (IWRS).</p>,Low risk,"<p>patients and site personnel were blinded to therapy. In<br>order to preserve blinding, a minimal number of Lilly and contract research organization (CRO)<br>personnel saw the randomization table and treatment assignments before the study is complete. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>Analyses were conducted on the basis of a modified<br>intention-to-treat principle and involved only<br>patients who had outcome measurements both at and after baseline</p>",Some concerns,"<p>it was stated that ""Analyses were conducted on the basis of a modified<br>intention-to-treat principle and involved only<br>patients who had outcome measurements both at and after baseline"". however, it is not reported in the results whether all the participants provided outcome after baseline</p>",Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Assignment to treatment groups was determined by a computer generated random sequence using an interactive web response system (IWRS).</p><p>patients and site personnel were e blinded to therapy. In order to preserve blinding, a minimal number of Lilly and contract research organization (CRO)</p><p>personnel saw the randomization table and treatment assignments before the study is complete. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>it was stated that ""Analyses were conducted on the basis of a modified intention-to-treat principle and involved only patients who had outcome measurements both at and after baseline"". however, it is not reported in the results whether all the participants provided outcome after baseline</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>result analysed in accordance with a pre-specified analysis plan</p><p>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
13,2,CDR-SB scale at 18 months,Aducanumab,1,SUBGROUP_AND_OVERALL,EMERGE 2022,2022,,,1.35,1.85,,299,1.74,1.866762,,288,,,12.077520030414961,-0.20960656521752616,-0.3718743020776729,-0.0473388283573794,,Some concerns,<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization were &nbsp;stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment</p>,Low risk,"<p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p>",Low risk,<p>participants lost at FU were less than 5% of the overall sample</p>,Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment&nbsp;</p><p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p><p>participants lost at FU were less than 5% of the overall sample</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
13,2,CDR-SB scale at 18 months,Aducanumab,1,SUBGROUP_AND_OVERALL,ENGAGE 2022,2022,,,1.59,1.88,,295,1.56,2.007312,,333,,,12.421806711949653,0.01537756078862819,-0.14133406764528272,0.17208918922253913,,Some concerns,<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment</p>,Low risk,"<p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p>",Low risk,<p>participants lost at FU were less than 5% of the overall sample</p>,Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>Subjects were randomized to receive aducanumab low dose : aducanumab high dose : placebo in a 1:1:1 ratio. The randomization was stratified by site and ApoE ε4 status (carrier or non-carrier). No further information provided on methods for random sequence generation and allocation concealment&nbsp;</p><p>Investigators, study site staff (except for the designated unblinded pharmacist/technician), and study subjects were blinded to the subjects’ randomized treatment assignment for the placebo controlled<br>period. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>randomized and dosed population analysed were all randomized patients who had received ≥1 dose of study treatment)</p><p>participants lost at FU were less than 5% of the overall sample</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
13,2,CDR-SB scale at 18 months,Crenezumab,2,SUBGROUP_AND_OVERALL,CREAD 2 2022,2022,,,1.89,1.53,,12,3.19,1.6,,15,,,1.1568734468662585,-0.8031462679187892,-1.5968378115421125,-0.00945472429546601,,Low risk,<p>Central randomisation. The Master Medication List was not available at the study center.</p>,Some concerns,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>Included in Modified intention-to-treat analyses (MITT): CRE 3% Placebo 4%. Missingness in the outcome could not depend on its true value.</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>Central randomisation. The Master Medication List was not available at the study center.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>Included in Modified intention-to-treat analyses (MITT): CRE 3% Placebo 4%. Missingness in the outcome could not depend on its true value.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
13,2,CDR-SB scale at 18 months,Donanemab,3,SUBGROUP_AND_OVERALL,TRAILBLAZER-ALZ 2 2023,2023,,,1.72,2.445404,,598,2.42,2.333067,,672,,,15.481686180070175,-0.2931287586575765,-0.40390175211272944,-0.18235576520242353,,Low risk,"<p>Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p>",Low risk,"<p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based on randomized treatment</p>",Some concerns,"<p>30% and 23.3% of participants with missing data in the exp and ctrl group, respectively. % missing balanced between groups</p>",Some concerns,<p>infusion reaction more frequent in the intervention group that could bring to functional unblinding</p>,Low risk,"<p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>",Some concerns,"<p>&nbsp;Eligible participants were randomly assigned in a 1:1 ratio (Figure 1) by a computer-generated sequence using interactive web response systems, with stratification by baseline tau categorization and enrolling sites; the randomization block size was 4</p><p>This is a double-blind study, with design to maintain blinding to treatment. To preserve the blinding of the study, a minimal number of Lilly personnel will see the randomization table and treatment assignments before the study is complete. Investigational product will be prepared by an unblinded pharmacist or other qualified unblinded personnel and will be administered by a blinded nurse or other qualified blinded personnel, as described in the pharmacy preparation instructions. Emergency unblinding at a participant level for AEs may be performed through the IWRS.&nbsp;<br>All unblinding events are recorded and reported by the IWRS. attempts to minimize bias included blinding CDR raters to adverse event information. However, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions but deviation from the intended interventions because of functional unblinding unlikely</p><p>&nbsp;</p><p>The efficacy analyses were conducted by using the evaluable<br>efficacy population (participants with a baseline and at least 1 post baseline efficacy measurement based on randomized treatment</p><p>30% and 23.3% of participants with missing data in the exp and ctrl group, respectively</p><p>% missing balanced between groups</p><p>infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>result analysed in accordance with a pre-specified analysis plan<br>outcome measures unlikely to be selected, on the basis of the results, from multiple measurements or multiple analyses&nbsp;</p>"
13,2,CDR-SB scale at 18 months,Solanezumab,4,SUBGROUP_AND_OVERALL,EXPEDITION - EXPEDITION 2 2016,2016,,,1.53,3.337229,,659,1.69,3.347342,,663,,,15.684182787532547,-0.04784395515879964,-0.15567074001790648,0.059982829700307196,,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p>",Low risk,"<p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p>",Low risk,<p>There is evidence that the result was not biased by missing outcome data.</p>,Some concerns,<p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p>,Low risk,<p>Result analysed in accordance with a pre-specified analysis plan.</p>,Some concerns,"<p>The study was randomized and double-blind, but the method for sequence generation and allocation concealment was not fully described. Baseline characteristics were well balanced with no evidence of a problematic randomization process.</p><p>Study was doble blind, however, participants experienced side effects or toxicities that carers or people delivering the interventions knew to be specific to one of the interventions.</p><p>There is evidence that the result was not biased by missing outcome data.</p><p>Infusion reaction more frequent in the intervention group that could bring to functional unblinding.</p><p>Result analysed in accordance with a pre-specified analysis plan.</p>"
